Num Aliphatic Carbocycles,Num Heteroatoms,Num Hydrogen Bond Acceptor,Num Aromatic Carbocycles,LogP,Num Rotatable Bonds,Num Aromatic Heterocycles,Num Lipinski HB Donor,Num Atoms,Num Lipinski HB Acceptor,Num Rings,Num Hydrogen bond Donor,Num Aliphatic Rings,Num Aliphatic Heterocycles,Num Heterocycles,Mol Wt,Labute ASA,Num Aromatic Rings,Topological Polar SA,SMILES
3,12,10,1,0.02,3,0,7,35,11,4,7,3,0,0,508.125,204.102,1,187.86,OCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2Cl)O
3,10,9,1,0.187,3,0,6,33,10,4,5,3,0,0,457.185,189.76,1,164.63,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)O)C
3,13,11,1,0.513,6,0,8,42,13,4,7,3,0,0,585.28,243.211,1,205.76,O=C(Nc1cc(N(C)C)c2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)CNC(C)(C)C
3,11,9,1,0.074,2,0,7,33,10,4,6,3,0,0,480.13,194.582,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.Cl
3,11,10,1,-1.244,2,0,8,33,11,4,7,3,0,0,460.148,187.223,1,201.85,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C
3,16,12,1,-1.591,4,0,11,45,16,5,10,4,1,1,626.281,257.968,1,259.86,NC(=N)NC(=N)N1CCN(CC1)CNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
3,18,14,2,0.337,9,0,9,57,17,7,9,5,2,2,805.263,329.96,2,266.37,CC1(C)S[C@H]2N([C@H]1C(=O)O)C(=O)[C@H]2NC(=O)[C@@H](c1ccccc1)NCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
3,11,10,1,0.47,4,0,6,38,11,5,6,4,1,1,527.227,219.218,1,170.87,CN([C@@H]1C(=C(C(=O)NCN2CCCC2)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C
3,11,9,1,-1.172,2,0,9,33,11,4,6,3,0,0,462.164,187.91,1,213.12,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.O
2,8,8,2,1.265,1,0,6,30,8,4,5,2,0,0,411.132,170.792,2,158.15,CC(=O)C1=C(O)[C@H](N)[C@H]2[C@](C1=O)(O)C(=O)c1c(C2)c(C)c2c(c1O)c(O)c(cc2)C
3,12,10,1,0.029,3,0,6,33,12,4,5,3,0,0,459.128,185.923,1,204.53,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3[N+](=O)[O-])O)O)C
3,15,12,1,0.122,4,0,7,42,15,5,7,4,1,1,590.222,239.625,1,234.24,CN([C@@H]1C(=C(C(=O)NCN2CCCC2)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.[O-][N+](=O)O
3,11,9,1,0.439,2,0,7,33,10,4,6,3,0,0,478.114,192.733,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)c(Cl)ccc2O)O)O)C
3,11,10,1,1.322,6,0,7,40,11,4,6,3,0,0,556.29,233.499,1,176.66,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(cc(c(c3C(=O)C1=C2O)O)CNCC(C)(C)C)N(C)C)O)O)C
3,11,9,1,0.207,2,0,7,33,10,4,6,3,0,0,480.13,194.582,1,181.62,CN([C@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.Cl
3,14,12,1,-0.454,10,0,10,43,14,4,9,3,0,0,602.259,247.039,1,242.98,N[C@H](C(=O)O)CCCCNCNC(=O)C1=C(O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=C1[C@H](C2)[C@](C)(O)c2c(C1=O)c(O)ccc2)O
3,10,9,1,-0.348,2,0,7,32,10,4,6,3,0,0,444.153,182.429,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C
3,18,13,2,0.553,4,0,10,47,16,5,9,3,0,0,694.087,269.849,2,293.52,O[C@H]1[C@H]2C(=C([C@]3([C@@H]1[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)O)C(=O)c1c(C2=C)c(Cl)ccc1O.OC(=O)c1cc(ccc1O)S(=O)(=O)O
3,10,9,1,-0.388,2,0,7,31,10,4,6,3,0,0,430.138,176.064,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1[C@H](O)c3cccc(c3C(=O)C1=C2O)O)O)O)C
3,27,18,1,-3.709,2,0,10,49,22,4,9,3,0,0,786.001,298.028,1,401.93,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.OP(=O)=O.OP(=O)=O.OP(=O)=O.[O-]P(=O)=O.[Na+]
3,11,9,1,0.608,3,0,6,34,10,4,5,3,0,0,493.162,201.913,1,164.63,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(C(=O)C1=C2O)c(O)ccc3N(C)C)O)O)C.Cl
3,13,10,1,0.294,5,0,7,40,12,5,6,4,1,1,558.213,228.091,1,193.73,O=C(Nc1cc(F)c2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)CN1CCCC1
3,11,9,1,0.216,2,0,7,33,10,4,6,3,0,0,476.099,192.043,1,181.62,O[C@H]1[C@H]2C(=C([C@]3([C@@H]1[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)O)C(=O)c1c(C2=C)c(Cl)ccc1O
3,10,9,1,-0.297,2,0,8,31,10,4,6,3,0,0,429.154,176.61,1,187.41,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3ccc(c(c3C(=O)C1=C2O)O)N)O)O)C
3,10,9,1,-0.214,2,0,7,32,10,4,6,3,0,0,444.153,182.429,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C
3,11,9,1,0.207,2,0,7,33,10,4,6,3,0,0,480.13,194.582,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C.Cl
3,10,9,1,-0.438,2,0,7,32,10,4,6,3,0,0,442.138,181.74,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1[C@@H](O)[C@@H]1C(=C)c3cccc(c3C(=O)C1=C2O)O)O)O)C
2,9,8,2,1.687,1,0,6,31,8,4,5,2,0,0,447.108,182.946,2,158.15,CC(=O)C1=C(O)[C@H](N)[C@H]2[C@](C1=O)(O)C(=O)c1c(C2)c(C)c2c(c1O)c(O)c(cc2)C.Cl
3,15,12,2,2.564,7,0,8,51,14,5,7,3,0,0,728.309,297.556,2,231.03,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1Cc3c(cc(c(c3C(=O)C1=C2O)O)CNCC(C)(C)C)N(C)C)O)O)C.Cc1ccc(cc1)S(=O)(=O)O
3,11,9,1,0.265,2,0,7,32,10,4,6,3,0,0,464.099,186.368,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@H]1O)c(Cl)ccc2O)O)O)C
3,12,9,1,0.687,2,0,7,33,10,4,6,3,0,0,500.075,198.521,1,181.62,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@H]1O)c(Cl)ccc2O)O)O)C.Cl
3,15,10,1,1.138,5,0,7,42,12,5,6,4,1,1,630.166,252.397,1,193.73,O=C(Nc1cc(F)c2c(c1O)C(=O)C1=C(O)[C@]3([C@@H](C[C@@H]1C2)[C@H](N(C)C)C(=C(C3=O)C(=O)N)O)O)CN1CCCC1.Cl.Cl
3,10,8,1,1.103,2,0,6,32,9,4,5,3,0,0,464.135,189.788,1,161.39,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@@H]1[C@@H](C)c3cccc(c3C(=O)C1=C2O)O)O)O)C.Cl
3,10,9,1,-0.214,2,0,7,32,10,4,6,3,0,0,444.153,182.429,1,181.62,CN([C@H]1C(=C(C(=O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C2O)C(=O)c2c([C@@]1(C)O)cccc2O)O)O)C
3,11,10,1,0.114,5,0,6,35,11,4,5,3,0,0,487.195,201.192,1,173.86,CON(Cc1ccc(c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=C(C(=O)[C@]3(C(=C1C2=O)O)O)C(=O)N)O)O)C

